ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/40mA
DivSlit	3.0mm
DivH.L.Slit	10mm
SctSlit	open
RecSlit	open
Start	114
Stop	119
Step	0.01
117.16	76978
117.17	76943
117.18	77190
117.19	77390
117.2	76544
117.21	77393
117.22	76257
117.23	76755
117.24	76191
117.25	76701
117.26	76851
117.27	76127
117.28	76500
117.29	76725
117.3	76710
117.31	76424
117.32	76454
117.33	76948
117.34	76664
117.35	76880
117.36	76744
117.37	76687
117.38	76148
117.39	76160
117.4	76325
117.41	76265
117.42	76676
117.43	76158
117.44	76446
117.45	76481
117.46	76688
117.47	76745
117.48	76258
117.49	76564
117.5	76268
117.51	76828
117.52	76193
117.53	76028
117.54	75839
117.55	76602
117.56	76229
117.57	76417
117.58	76115
117.59	76311
117.6	76294
117.61	76111
117.62	75885
117.63	76704
117.64	76307
117.65	76136
117.66	76542
117.67	76557
117.68	76271
117.69	76081
117.7	76050
117.71	75935
117.72	75971
117.73	76184
117.74	75857
117.75	75825
117.76	76174
117.77	76450
117.78	76316
117.79	76262
117.8	76416
117.81	76298
117.82	75773
117.83	76379
117.84	76349
117.85	76690
117.86	76342
117.87	75840
117.88	76401
117.89	76224
117.9	76192
117.91	76178
117.92	76177
117.93	76786
117.94	76362
117.95	76287
117.96	76557
117.97	76198
117.98	76485
117.99	76156
118	76343
118.01	76624
118.02	76247
118.03	76603
118.04	76312
118.05	76514
118.06	76549
118.07	76103
118.08	76177
118.09	76095
118.1	76476
118.11	76437
118.12	76833
118.13	76539
118.14	75917
118.15	76450
118.16	75911
118.17	76233
118.18	76156
118.19	76446
118.2	76334
118.21	76219
118.22	76989
118.23	76858
118.24	76681
118.25	76008
118.26	75970
118.27	76381
118.28	76260
118.29	76463
118.3	76474
118.31	76315
118.32	76900
118.33	75898
118.34	76154
118.35	76661
118.36	76885
118.37	76523
118.38	76734
118.39	76884
118.4	76117
118.41	76985
118.42	76775
118.43	77391
118.44	76503
118.45	76243
118.46	76287
118.47	76258
118.48	76481
118.49	76986
118.5	76209
118.51	76614
118.52	76795
118.53	76142
118.54	76847
118.55	76476
118.56	76573
118.57	76662
118.58	76705
118.59	76588
118.6	76411
118.61	76613
118.62	76529
118.63	76269
118.64	76638
118.65	76353
118.66	76323
118.67	76852
118.68	76517
118.69	76955
118.7	76445
118.71	76582
118.72	76576
118.73	76778
118.74	76623
118.75	76700
118.76	76312
118.77	76368
118.78	77042
118.79	76690
118.8	76282
118.81	76311
118.82	76576
118.83	76153
118.84	76134
118.85	77138
118.86	76841
118.87	76145
118.88	76326
118.89	76372
118.9	76033
118.91	76676
118.92	76973
118.93	76558
118.94	76475
118.95	76788
118.96	76182
118.97	76516
118.98	76444
118.99	76683
119	76561
X-Ray	40kV/40mA
DivSlit	3.0mm
DivH.L.Slit	10mm
SctSlit	open
RecSlit	open
Start	114
Stop	119
Step	0.01
114	73878
114.01	73973
114.02	73395
114.03	73506
114.04	74448
114.05	73826
114.06	74152
114.07	74168
114.08	73428
114.09	73956
114.1	73866
114.11	73674
114.12	73344
114.13	73912
114.14	73731
114.15	73984
114.16	74308
114.17	74135
114.18	74092
114.19	73724
114.2	74760
114.21	74141
114.22	74214
114.23	74523
114.24	73482
114.25	73892
114.26	74404
114.27	73935
114.28	74186
114.29	73910
114.3	74097
114.31	73995
114.32	73994
114.33	73526
114.34	73940
114.35	74177
114.36	74150
114.37	74563
114.38	73619
114.39	74240
114.4	74070
114.41	74180
114.42	74141
114.43	74089
114.44	74196
114.45	74031
114.46	74558
114.47	74044
114.48	74552
114.49	73888
114.5	74431
114.51	74155
114.52	73717
114.53	74287
114.54	73938
114.55	74420
114.56	73719
114.57	74260
114.58	73898
114.59	73867
114.6	74152
114.61	74176
114.62	74451
114.63	74515
114.64	73892
114.65	74182
114.66	74774
114.67	74343
114.68	74095
114.69	73987
114.7	74171
114.71	74627
114.72	74170
114.73	74439
114.74	74753
114.75	74509
114.76	74667
114.77	74283
114.78	74530
114.79	74434
114.8	74485
114.81	74140
114.82	75009
114.83	74180
114.84	74367
114.85	74310
114.86	74662
114.87	75128
114.88	74653
114.89	75325
114.9	74135
114.91	74723
114.92	74428
114.93	74519
114.94	74161
114.95	74663
114.96	74474
114.97	74411
114.98	74404
114.99	74278
115	74240
115.01	74602
115.02	74560
115.03	74663
115.04	75301
115.05	74419
115.06	74686
115.07	74597
115.08	74860
115.09	74670
115.1	74826
115.11	74495
115.12	74690
115.13	74543
115.14	74829
115.15	74155
115.16	75234
115.17	74804
115.18	75069
115.19	74858
115.2	74520
115.21	75108
115.22	75161
115.23	74815
115.24	74989
115.25	74299
115.26	75115
115.27	75093
115.28	74985
115.29	74719
115.3	74792
115.31	74825
115.32	75463
115.33	74291
115.34	75374
115.35	75680
115.36	75388
115.37	75277
115.38	75273
115.39	75264
115.4	75185
115.41	75420
115.42	75486
115.43	75090
115.44	75085
115.45	75733
115.46	75248
115.47	75257
115.48	76083
115.49	75688
115.5	75956
115.51	75974
115.52	75748
115.53	75803
115.54	75749
115.55	75813
115.56	75486
115.57	76025
115.58	75993
115.59	75659
115.6	76050
115.61	76180
115.62	76317
115.63	76214
115.64	75783
115.65	76027
115.66	76321
115.67	76404
115.68	76851
115.69	76764
115.7	77100
115.71	76381
115.72	76640
115.73	76930
115.74	77090
115.75	77375
115.76	77183
115.77	77177
115.78	76709
115.79	77564
115.8	77652
115.81	77551
115.82	77025
115.83	77797
115.84	76687
115.85	77731
115.86	77757
115.87	77649
115.88	77784
115.89	77756
115.9	77844
115.91	78067
115.92	78318
115.93	78641
115.94	78868
115.95	78590
115.96	78273
115.97	79023
115.98	78062
115.99	78631
116	78739
116.01	78592
116.02	79038
116.03	78617
116.04	79315
116.05	78568
116.06	79236
116.07	78631
116.08	79047
116.09	78881
116.1	78854
116.11	78978
116.12	79175
116.13	79125
116.14	78927
116.15	79162
116.16	79425
116.17	79434
116.18	79273
116.19	79219
116.2	79599
116.21	79755
116.22	79382
116.23	79560
116.24	79590
116.25	79915
116.26	79703
116.27	79470
116.28	79658
116.29	79433
116.3	79848
116.31	79468
116.32	79956
116.33	79808
116.34	79530
116.35	79915
116.36	79838
116.37	79116
116.38	79657
116.39	79349
116.4	79404
116.41	79526
116.42	78936
116.43	79527
116.44	79296
116.45	79064
116.46	79257
116.47	79455
116.48	79019
116.49	79359
116.5	79227
116.51	78745
116.52	78921
116.53	79137
116.54	78864
116.55	78909
116.56	78459
116.57	78710
116.58	78712
116.59	78144
116.6	78751
116.61	78467
116.62	78659
116.63	78329
116.64	79001
116.65	78552
116.66	78676
116.67	78205
116.68	78533
116.69	78390
116.7	78729
116.71	78373
116.72	77950
116.73	78103
116.74	77300
116.75	78150
116.76	77896
116.77	77812
116.78	77569
116.79	77428
116.8	77497
116.81	77543
116.82	77658
116.83	77441
116.84	77673
116.85	76958
116.86	77803
116.87	76946
116.88	77282
116.89	77240
116.9	77231
116.91	76909
116.92	76821
116.93	76711
116.94	77264
116.95	77319
116.96	77153
116.97	76435
116.98	77025
116.99	76247
117	76502
117.01	76485
117.02	76374
117.03	76544
117.04	76556
117.05	76168
117.06	76366
117.07	76033
117.08	76270
117.09	76597
117.1	76267
117.11	76543
117.12	76145
117.13	75978
117.14	76187
117.15	76197
117.16	76376
117.17	76288
117.18	75690
117.19	76367
117.2	76359
117.21	76276
117.22	76197
117.23	75970
117.24	75801
117.25	75426
117.26	76006
117.27	75411
117.28	75772
117.29	75873
117.3	76115
117.31	75880
117.32	75880
117.33	75764
117.34	75919
117.35	75792
117.36	75967
117.37	75816
117.38	76089
117.39	76116
117.4	76062
117.41	75249
117.42	75522
117.43	75798
117.44	75910
117.45	75728
117.46	75841
117.47	75614
117.48	75346
117.49	75664
117.5	75624
117.51	75782
117.52	75584
117.53	75996
117.54	75830
117.55	75845
117.56	76004
117.57	75721
117.58	75873
117.59	75670
117.6	75406
117.61	74959
117.62	75600
117.63	75664
117.64	75815
117.65	75771
117.66	75235
117.67	75426
117.68	75721
117.69	75591
117.7	75524
117.71	75278
117.72	75421
117.73	75550
117.74	75686
117.75	75703
117.76	76107
117.77	75667
117.78	76029
117.79	75291
117.8	75693
117.81	75963
117.82	75507
117.83	76009
117.84	75340
117.85	75222
117.86	75783
117.87	75642
117.88	75851
117.89	75908
117.9	75156
117.91	75618
117.92	75662
117.93	75532
117.94	76318
117.95	75367
117.96	75658
117.97	76273
117.98	75781
117.99	75800
118	75537
118.01	75519
118.02	76027
118.03	75494
118.04	75672
118.05	75660
118.06	75694
118.07	75571
118.08	75668
118.09	75662
118.1	75467
118.11	75942
118.12	75400
118.13	75971
118.14	76084
118.15	76104
118.16	75739
118.17	75807
118.18	75318
118.19	75905
118.2	76005
118.21	75528
118.22	76051
118.23	75796
118.24	76092
118.25	75245
118.26	75697
118.27	75611
118.28	76059
118.29	76127
118.3	75733
118.31	75623
118.32	75708
118.33	75955
118.34	75908
118.35	76021
118.36	75322
118.37	75630
118.38	75829
118.39	75751
118.4	75834
118.41	76197
118.42	75654
118.43	75495
118.44	75400
118.45	75754
118.46	75983
118.47	76042
118.48	75934
118.49	75899
118.5	76157
118.51	75720
118.52	75503
118.53	75625
118.54	75986
118.55	76139
118.56	75733
118.57	75401
118.58	75827
118.59	76040
118.6	76369
118.61	75790
118.62	75500
118.63	75777
118.64	75655
118.65	76305
118.66	75892
118.67	75713
118.68	75882
118.69	76052
118.7	75727
118.71	76491
118.72	76366
118.73	76265
118.74	75704
118.75	75876
118.76	75711
118.77	75962
118.78	76171
118.79	75396
118.8	75757
118.81	75972
118.82	76339
118.83	75707
118.84	76044
118.85	76140
118.86	75963
118.87	76034
118.88	75829
118.89	75835
118.9	76117
118.91	76208
118.92	75845
118.93	76148
118.94	75491
118.95	75744
118.96	76461
118.97	75968
118.98	76067
118.99	75429
119	75386
X-Ray	40kV/40mA
DivSlit	3.0mm
DivH.L.Slit	10mm
SctSlit	open
RecSlit	open
Start	114
Stop	119
Step	0.01
114	73223
114.01	73616
114.02	73499
114.03	73412
114.04	72975
114.05	73033
114.06	73436
114.07	72968
114.08	73322
114.09	72993
114.1	73716
114.11	72720
114.12	73351
114.13	73052
114.14	73332
114.15	73069
114.16	73553
114.17	72952
114.18	73456
114.19	72991
114.2	73035
114.21	73286
114.22	73238
114.23	73546
114.24	73443
114.25	73798
114.26	73365
114.27	73000
114.28	73485
114.29	73469
114.3	73545
114.31	73429
114.32	73345
114.33	73738
114.34	73601
114.35	73239
114.36	73502
114.37	72964
114.38	73187
114.39	73618
114.4	73414
114.41	73334
114.42	73878
114.43	73302
114.44	73394
114.45	72829
114.46	73482
114.47	73326
114.48	73866
114.49	73620
114.5	73775
114.51	73280
114.52	73606
114.53	73404
114.54	73401
114.55	73666
114.56	73540
114.57	73477
114.58	73875
114.59	73610
114.6	73066
114.61	73460
114.62	72856
114.63	73580
114.64	73585
114.65	73867
114.66	73285
114.67	73420
114.68	73511
114.69	73995
114.7	73512
114.71	73645
114.72	74147
114.73	73769
114.74	73672
114.75	74041
114.76	73661
114.77	74229
114.78	73794
114.79	73812
114.8	73865
114.81	73915
114.82	73851
114.83	73748
114.84	73747
114.85	74007
114.86	74312
114.87	73824
114.88	74158
114.89	73984
114.9	73997
114.91	74024
114.92	73850
114.93	73984
114.94	74424
114.95	74205
114.96	74380
114.97	74085
114.98	73690
114.99	73315
115	74394
115.01	74412
115.02	73811
115.03	73551
115.04	73779
115.05	73558
115.06	74081
115.07	74375
115.08	74497
115.09	74060
115.1	73914
115.11	73557
115.12	73870
115.13	74167
115.14	73665
115.15	74366
115.16	73945
115.17	74069
115.18	74361
115.19	73701
115.2	74363
115.21	74471
115.22	74641
115.23	74141
115.24	74073
115.25	73898
115.26	74212
115.27	74071
115.28	74206
115.29	74155
115.3	74783
115.31	74459
115.32	74378
115.33	74525
115.34	74838
115.35	74921
115.36	74589
115.37	75092
115.38	74231
115.39	74025
115.4	74916
115.41	74409
115.42	74826
115.43	74934
115.44	74831
115.45	74750
115.46	74820
115.47	74610
115.48	75031
115.49	75088
115.5	75290
115.51	75273
115.52	75233
115.53	74877
115.54	75186
115.55	75338
115.56	74895
115.57	75493
115.58	75301
115.59	75162
115.6	75451
115.61	75465
115.62	75447
115.63	75336
115.64	75739
115.65	75825
115.66	75710
115.67	75900
115.68	75710
115.69	75996
115.7	76309
115.71	76234
115.72	76086
115.73	76385
115.74	76065
115.75	76231
115.76	75756
115.77	76430
115.78	75866
115.79	76507
115.8	76487
115.81	76767
115.82	76331
115.83	77506
115.84	76849
115.85	77115
115.86	76713
115.87	76425
115.88	76468
115.89	77056
115.9	77566
115.91	77397
115.92	77458
115.93	77308
115.94	77188
115.95	78052
115.96	77548
115.97	77784
115.98	77929
115.99	77803
116	78044
116.01	77781
116.02	78620
116.03	78221
116.04	78419
116.05	78095
116.06	78331
116.07	78730
116.08	78520
116.09	78303
116.1	78054
116.11	78841
116.12	78613
116.13	78914
116.14	78803
116.15	78481
116.16	78619
116.17	78576
116.18	78612
116.19	78847
116.2	78757
116.21	78344
116.22	78605
116.23	78908
116.24	79004
116.25	78920
116.26	78862
116.27	78678
116.28	78824
116.29	78862
116.3	78926
116.31	79235
116.32	78873
116.33	79133
116.34	79506
116.35	78672
116.36	78651
116.37	78781
116.38	78835
116.39	79088
116.4	78638
116.41	78490
116.42	78123
116.43	78788
116.44	78516
116.45	78340
116.46	78805
116.47	79042
116.48	78498
116.49	78694
116.5	78292
116.51	78371
116.52	78104
116.53	78669
116.54	78233
116.55	77942
116.56	78631
116.57	78092
116.58	78006
116.59	78096
116.6	78065
116.61	77771
116.62	78259
116.63	77549
116.64	77759
116.65	78195
116.66	77269
116.67	77452
116.68	77394
116.69	77673
116.7	76934
116.71	77510
116.72	77104
116.73	76944
116.74	77503
116.75	77494
116.76	77570
116.77	77713
116.78	76473
116.79	76707
116.8	77002
116.81	76776
116.82	77038
116.83	76660
116.84	76694
116.85	77096
116.86	76437
116.87	76568
116.88	75939
116.89	76513
116.9	76681
116.91	76504
116.92	76385
116.93	76016
116.94	76237
116.95	76192
116.96	76389
116.97	76458
116.98	76321
116.99	76208
117	76192
117.01	75980
117.02	76147
117.03	75939
117.04	76192
117.05	75929
117.06	75324
117.07	75414
117.08	75094
117.09	76021
117.1	75459
117.11	75969
117.12	75309
117.13	75194
117.14	75479
117.15	74922
117.16	75003
117.17	75092
117.18	75934
117.19	74963
117.2	75359
117.21	75005
117.22	74957
117.23	75567
117.24	75276
117.25	75241
117.26	75646
117.27	75382
117.28	75674
117.29	74940
117.3	75023
117.31	75600
117.32	75332
117.33	75349
117.34	74959
117.35	75341
117.36	75003
117.37	74778
117.38	75308
117.39	75304
117.4	75088
117.41	75262
117.42	75034
117.43	75022
117.44	74958
117.45	74733
117.46	74844
117.47	75114
117.48	75149
117.49	75338
117.5	75061
117.51	75210
117.52	75340
117.53	75041
117.54	75326
117.55	74966
117.56	74679
117.57	74415
117.58	74995
117.59	75145
117.6	74764
117.61	74583
117.62	74554
117.63	75056
117.64	75234
117.65	75109
117.66	75209
117.67	74894
117.68	74880
117.69	75246
117.7	75179
117.71	74943
117.72	74967
117.73	75129
117.74	74890
117.75	75168
117.76	75003
117.77	75007
117.78	74690
117.79	74975
117.8	74789
117.81	74705
117.82	75511
117.83	75116
117.84	74662
117.85	75047
117.86	74638
117.87	75030
117.88	74893
117.89	75131
117.9	75060
117.91	75209
117.92	75353
117.93	75276
117.94	75182
117.95	75647
117.96	75258
117.97	75285
117.98	75022
117.99	74903
118	74762
118.01	74801
118.02	74976
118.03	74998
118.04	75216
118.05	74638
118.06	75268
118.07	75028
118.08	75045
118.09	75091
118.1	75156
118.11	75540
118.12	75370
118.13	75171
118.14	75068
118.15	74931
118.16	75372
118.17	75049
118.18	75717
118.19	75246
118.2	74718
118.21	75057
118.22	75743
118.23	74872
118.24	75305
118.25	74714
118.26	75047
118.27	75460
118.28	74978
118.29	75354
118.3	74973
118.31	74915
118.32	75295
118.33	75121
118.34	75348
118.35	75391
118.36	74693
118.37	74801
118.38	76010
118.39	74924
118.4	75078
118.41	75017
118.42	75181
118.43	75264
118.44	74727
118.45	75507
118.46	75594
118.47	75896
118.48	75563
118.49	74641
118.5	75673
118.51	75755
118.52	74760
118.53	75617
118.54	75414
118.55	75270
118.56	75628
118.57	75082
118.58	75359
118.59	74805
118.6	75943
118.61	74893
118.62	74532
118.63	75927
118.64	75651
118.65	75037
118.66	74759
118.67	75388
118.68	75332
118.69	75476
118.7	75083
118.71	74897
118.72	75327
118.73	75469
118.74	75342
118.75	75330
118.76	75613
118.77	75228
118.78	75661
118.79	75353
118.8	75521
118.81	75462
118.82	75586
118.83	75141
118.84	75245
118.85	75540
118.86	75098
118.87	75763
118.88	75416
118.89	74863
118.9	75044
118.91	75287
118.92	75141
118.93	75916
118.94	75254
118.95	75762
118.96	75322
118.97	75816
118.98	75162
118.99	75353
119	75597
